798, 671, 1521505347.5317829
800, 668, 1521505347.539896
800, 667, 1521505347.5478725
800, 664, 1521505347.55594
801, 662, 1521505347.5638711
802, 662, 1521505347.5720465
802, 660, 1521505347.580068
803, 659, 1521505347.5883055
803, 659, 1521505347.596347
804, 657, 1521505347.6044796
805, 657, 1521505347.6118293
805, 656, 1521505347.6198773
806, 654, 1521505347.627971
806, 653, 1521505347.636029
808, 651, 1521505347.6441426
811, 650, 1521505347.6527011
812, 648, 1521505347.6597226
815, 646, 1521505347.6680503
817, 644, 1521505347.676161
819, 643, 1521505347.6841164
820, 640, 1521505347.6922076
820, 638, 1521505347.700358
820, 637, 1521505347.7083054
820, 636, 1521505347.71633
820, 634, 1521505347.7243507
820, 634, 1521505347.7323964
820, 634, 1521505347.7403932
820, 632, 1521505347.7484148
819, 631, 1521505347.7564614
819, 630, 1521505347.7644567
819, 629, 1521505347.7715015
818, 628, 1521505347.7795277
818, 627, 1521505347.7882888
817, 627, 1521505347.7963111
817, 626, 1521505347.811442
816, 626, 1521505347.8276968
816, 626, 1521505347.844387
815, 625, 1521505347.8523622
814, 624, 1521505347.860385
814, 624, 1521505347.8760965
813, 624, 1521505347.892263
812, 624, 1521505347.9084172
811, 624, 1521505347.9164455
810, 624, 1521505347.9244561
808, 624, 1521505347.9314578
808, 624, 1521505347.9404812
806, 624, 1521505347.9475932
803, 625, 1521505347.9565244
803, 625, 1521505347.9645514
802, 625, 1521505347.9716594
801, 625, 1521505347.9878435
801, 626, 1521505347.995769
801, 626, 1521505348.196292
801, 626, 1521505348.3080976
802, 627, 1521505348.3211346
802, 628, 1521505348.3404005
802, 629, 1521505348.348457
803, 629, 1521505348.3563569
804, 630, 1521505348.3642914
804, 631, 1521505348.3724651
804, 632, 1521505348.3795793
805, 634, 1521505348.3885112
806, 636, 1521505348.3956244
807, 637, 1521505348.4036436
808, 640, 1521505348.4116704
809, 642, 1521505348.4203508
811, 645, 1521505348.4281774
811, 645, 1521505348.4361026
811, 647, 1521505348.4442613
812, 649, 1521505348.4521923
813, 650, 1521505348.4602182
815, 653, 1521505348.4681163
816, 657, 1521505348.4762344
818, 661, 1521505348.4843013
820, 667, 1521505348.4924064
822, 671, 1521505348.500455
824, 675, 1521505348.5084786
827, 681, 1521505348.5165002
828, 686, 1521505348.524524
831, 690, 1521505348.5320191
833, 696, 1521505348.5400517
834, 700, 1521505348.548065
837, 706, 1521505348.556178
839, 713, 1521505348.5642028
841, 717, 1521505348.5722194
842, 720, 1521505348.580242
844, 721, 1521505348.5882657
844, 724, 1521505348.596286
845, 726, 1521505348.6043072
846, 728, 1521505348.612264
847, 728, 1521505348.6202555
847, 729, 1521505348.6283538
847, 730, 1521505348.6438482
848, 730, 1521505348.6527772
848, 731, 1521505348.6598892
848, 731, 1521505348.6678255
848, 732, 1521505348.6764076
849, 733, 1521505348.6844397
849, 733, 1521505348.6924546
850, 735, 1521505348.6994667
850, 736, 1521505348.7077353
851, 738, 1521505348.7159693
852, 739, 1521505348.7238674
852, 741, 1521505348.7319882
853, 744, 1521505348.740014
853, 746, 1521505348.748239
854, 747, 1521505348.7561564
855, 750, 1521505348.7643492
855, 753, 1521505348.771945
856, 756, 1521505348.7798896
857, 758, 1521505348.78803
858, 761, 1521505348.7961493
860, 764, 1521505348.8040743
860, 768, 1521505348.8123305
862, 772, 1521505348.8203518
863, 779, 1521505348.82835
864, 780, 1521505348.8364608
865, 784, 1521505348.843568
865, 787, 1521505348.8525038
866, 790, 1521505348.8605237
867, 791, 1521505348.8683484
867, 793, 1521505348.875667
867, 794, 1521505348.8842747
867, 794, 1521505348.892349
867, 795, 1521505348.9003372
867, 796, 1521505348.9803019
867, 797, 1521505348.9903018
867, 798, 1521505349.0023322
867, 800, 1521505349.0113564
867, 803, 1521505349.0194027
867, 804, 1521505349.0253992
867, 805, 1521505349.0304234
867, 806, 1521505349.0364287
867, 807, 1521505349.0442867
867, 807, 1521505349.051462
